Cost,ChargingPoints,PayAtLocation,MembershipRequired,AccessKeyRequired,IsOperational,Latitude,Longitude,Operator,ConnectionType,PowerOutput,CurrentType,ChargingPoints_Flag,LastStatusUpdate,StatusDescription,DisabledAccess,24HourAccess,SecurityCameras,EmergencyButton,LightingLevel,PopulationDensity,Nearby_Cafes,Distance_To_Nearest_Cafes,Nearby_Restaurants,Distance_To_Nearest_Restaurants,Nearby_FastFood,Distance_To_Nearest_FastFood,Nearby_ShoppingCenters,Distance_To_Nearest_ShoppingCenters,Nearby_ConvenienceStores,Distance_To_Nearest_ConvenienceStores,Nearby_Supermarkets,Distance_To_Nearest_Supermarkets,Nearby_Pharmacies,Distance_To_Nearest_Pharmacies,Nearby_Banks,Distance_To_Nearest_Banks,Nearby_Gyms,Distance_To_Nearest_Gyms,Nearby_Parks,Distance_To_Nearest_Parks,PublicTransportStops,DistanceToHospital,DistanceToPoliceStation,DistanceToHighway,PeakHours,AvgChargingDuration,DailyUtilizationRate,LastMaintenanceDate,UptimePercentage,MaintenanceFrequencyDays,FaultsLast30Days,AvgRepairTimeHours,PaymentMethods,BasePrice,PeakPriceMultiplier,MinimumChargingFee,MembershipDiscountAvailable,MembershipDiscountPercentage,RenewableEnergyPercentage,CO2OffsetKg,SolarPanelsInstalled,BatteryStorageKWh
Unknown,1,Unknown,Unknown,Unknown,Unknown,-36.3084733,140.7735722,RAA,Type 2 (Socket Only),,Unknown,1,2024-11-28 10:38:04.604678,Scheduled Maintenance,True,True,True,True,Medium,4760.321938947765,4,129,8,974,1,613,1,849,1,623,0,727,2,446,1,949,2,970,3,828,2,4.185291414063663,2.9644161444303965,2.0884077076279124,"07:00-09:00, 17:00-19:00",63.23325485674559,0.5108560698537993,2023-04-11 21:33:28.421052632,95.66765073154485,61,2,15.575084675120252,Mobile App,0.4202820949511194,1.2834147603885908,0.611538979559741,True,14.534057713475136,32.19806667391763,4.313154449203953,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-35.6878893,139.3377758,RAA,"Type 2 (Socket Only), CHAdeMO",,Unknown,1,2024-11-29 10:38:04.604678,Under Maintenance,True,True,True,True,High,3624.402832424541,2,215,5,279,1,484,2,866,3,754,0,103,1,749,0,559,2,179,3,870,3,4.060722698376381,3.7801861346870584,2.552118148492891,"07:00-09:00, 16:00-18:00",64.5677576654089,0.47188846827324593,2023-04-12 02:40:00.000000000,97.41148749134939,70,2,8.185823378137197,Credit Card,0.32759542146127374,1.3978418753681294,0.21534318744741343,False,0.0,68.96072318592613,4.116645364945436,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-35.6949082,139.856337,RAA,Type 2 (Socket Only),,Unknown,1,2024-12-03 10:38:04.604678,Temporary Offline,True,True,True,True,High,4697.5619722743595,4,887,9,109,1,115,0,537,3,834,0,828,1,917,1,466,1,303,3,672,4,2.567937317977042,2.6110122519519643,0.8431483773728156,"07:00-09:00, 16:00-18:00",46.7370650597587,0.6730349420237997,2023-04-12 07:46:31.578947369,98.01059123956668,84,0,2.608694138787368,RFID Card,0.37505563293298494,1.2272381668953685,1.7211436756293381,True,10.47768623278469,63.18216558656764,4.9483090018688785,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.8561354,144.9931675,Evie Networks,CHAdeMO,,Unknown,1,2024-11-29 10:38:04.604678,Temporary Offline,True,True,True,True,Medium,6745.18629739717,7,120,7,442,1,127,0,439,4,452,1,236,1,601,1,425,0,202,1,638,3,1.913916604660645,3.1806787372496714,1.7949855959674548,"07:00-09:00, 17:00-19:00",34.3472064485055,0.38634474069196134,2023-04-12 12:53:03.157894737,92.90646656702499,68,2,14.403403482551855,Mobile App,0.31188432386734455,1.3752673281704682,1.641386556553703,True,19.03989292478395,67.6947272979097,3.438151758787615,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-31.8876982,138.4234041,RAA,Type 2 (Socket Only),,Unknown,1,2024-11-29 10:38:04.604678,Temporary Offline,True,False,True,True,High,7519.9788430185345,7,731,5,985,4,634,0,856,3,837,2,428,3,569,2,582,2,165,0,700,2,4.919970229376547,1.680900332404098,2.6439155164555292,"08:00-10:00, 16:00-18:00",48.58457966804759,0.4101604551672812,2023-04-12 17:59:34.736842106,94.10888684463191,78,0,33.608496257457254,Mobile App,0.449414929057393,1.3825897769473545,1.3358703806636014,True,15.965099635657607,42.67588897355978,4.077307359466406,False,0.0
Unknown,2,Unknown,Unknown,Unknown,Unknown,-37.599214,143.8402152,Chargefox,Type 2 (Socket Only),,Unknown,0,2024-12-04 10:38:04.604678,Temporary Offline,True,True,True,True,High,3134.3439274320335,8,828,6,576,3,784,1,965,2,949,2,944,1,169,0,547,2,794,2,159,2,4.281352468056608,3.7401426230340737,1.8142734511804015,"08:00-10:00, 17:00-19:00",81.79945754305847,0.5172196397492589,2023-04-12 23:06:06.315789474,96.21730484065445,88,2,28.601807390393542,Credit Card,0.38911778904803074,1.2826680664102585,0.7362608980774257,False,0.0,96.07848412612113,3.4793138287112804,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-31.4959082,131.8127096,RAA,Type 2 (Socket Only),,Unknown,1,2024-12-02 10:38:04.604678,Scheduled Maintenance,True,True,True,True,High,7500.977014542696,3,432,8,373,2,342,0,420,2,920,1,630,1,655,1,559,2,675,1,832,3,4.079531818544255,3.515065911621923,2.6744242265406433,"08:00-10:00, 16:00-18:00",72.52990774162879,0.422684515703965,2023-04-13 04:12:37.894736842,99.88473530557701,42,2,25.67575077849844,RFID Card,0.31999435591488423,1.219911222331589,0.46385070460946287,False,0.0,46.65071651458484,2.6410311292037534,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-36.3713731,142.9816961,Evie Networks,CHAdeMO,,Unknown,1,2024-11-29 10:38:04.604678,Scheduled Maintenance,True,True,True,True,Medium,5674.401757776408,2,382,8,762,2,484,1,956,1,584,2,376,1,686,0,125,1,150,3,387,4,1.8800267332753693,3.7221829957709116,2.745766773874593,"07:00-09:00, 17:00-19:00",76.12095587263916,0.6798679280994111,2023-04-13 09:19:09.473684211,98.30075126577947,73,0,17.916098412605233,RFID Card,0.32298835676265597,1.4486172543319948,0.018320751838884153,True,16.16961108759711,54.94687419938276,3.807495369783009,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-34.2992293,146.0783037,Chargefox,Unknown,,Unknown,1,2024-12-04 10:38:04.604678,Scheduled Maintenance,True,True,True,True,Medium,3159.4939626538803,5,745,9,574,5,861,2,112,1,759,1,248,2,432,3,719,0,482,0,800,3,2.6004834453953594,0.5921300367111467,0.3690658407508027,"07:00-09:00, 16:00-18:00",88.74210660452057,0.5445922165931897,2023-04-13 14:25:41.052631579,94.04284720788795,83,2,24.164573196503255,Credit Card,0.39399205446405505,1.3446486464826102,1.203639997096044,True,18.503146312387095,82.71170829189897,2.914534863733935,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-31.449825,130.8968297,NRMA,CHAdeMO,,Unknown,1,2024-11-30 10:38:04.604678,Temporary Offline,True,False,True,True,High,4356.339145224363,7,801,10,448,1,913,2,978,3,617,0,876,1,227,2,117,2,807,2,530,2,0.7794158336901839,0.669463042646115,0.41198029597350744,"07:00-09:00, 16:00-18:00",43.99706409115272,0.3118873375878191,2023-04-13 19:32:12.631578948,94.58918830344321,55,1,32.43629776280922,Credit Card,0.3264889156024457,1.451365779000144,0.9445579252337142,True,19.66474433959128,95.5449887729868,1.7639059918962328,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.8291883,144.7229835,Chargefox,Unknown,,Unknown,1,2024-11-30 10:38:04.604678,Under Maintenance,True,True,True,True,Medium,6726.606289203387,2,539,9,262,1,788,1,505,4,433,2,476,3,735,3,241,1,592,0,892,1,2.881609434790207,1.286010367384103,0.45272212591354527,"07:00-09:00, 17:00-19:00",77.32173570781306,0.3748195815018755,2023-04-14 00:38:44.210526316,99.32233332497046,44,2,9.105813439329161,RFID Card,0.3566374242277468,1.4739037098727805,0.12501024230824864,True,17.45696742823874,52.86192826172003,3.3538133678319215,True,181.99538217179932
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.8253323,144.9499059,Chargefox,CHAdeMO,,Unknown,1,2024-11-28 10:38:04.604678,Scheduled Maintenance,False,True,True,True,High,2203.01645304346,5,378,7,336,1,146,1,754,2,392,0,203,3,838,1,812,2,720,1,712,2,1.1837048987945151,2.7659385292352625,0.7058716093512167,"07:00-09:00, 17:00-19:00",31.8450818009616,0.32236389902073503,2023-04-14 05:45:15.789473685,97.04144271111292,84,0,31.713624708366886,All,0.37933839006516207,1.4908492886291203,0.7855131623916249,True,12.412182579487363,85.347196416449,1.686098032389192,True,199.44860656956038
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.3453772,144.7439047,Evie Networks,CHAdeMO,,Unknown,1,2024-11-28 10:38:04.604678,Temporary Offline,True,True,True,True,Medium,7605.671950177029,8,390,10,787,2,103,2,466,3,967,1,843,1,718,2,571,2,308,0,958,2,3.8136365654965076,2.655614267947654,0.3063962531089717,"07:00-09:00, 16:00-18:00",52.53393821731053,0.6677109964753487,2023-04-14 10:51:47.368421053,99.81979493315468,39,2,44.79909469402886,Mobile App,0.4111922837274546,1.3001660230883003,1.4460726719580685,True,12.053139012567048,97.00299929481746,3.4925427281282486,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.8699815,145.2376796,Jolt,Type 2 (Socket Only),,Unknown,1,2024-12-03 10:38:04.604678,Scheduled Maintenance,True,True,True,True,Medium,6254.015927967624,6,297,8,192,5,871,0,643,4,621,1,223,2,431,3,252,1,761,0,644,4,3.948792470260559,0.36238744517139176,1.0263363458236143,"08:00-10:00, 17:00-19:00",31.967361284222463,0.4336045735447689,2023-04-14 15:58:18.947368421,96.46512551467697,63,0,20.098700298150447,RFID Card,0.376480160265957,1.2705257977773128,0.3828064256684245,True,15.448855481204248,89.1675587441005,2.656298280570045,True,126.4910372000596
Unknown,1,Unknown,Unknown,Unknown,Unknown,-34.030909,150.8489837,Evie Networks,CHAdeMO,,Unknown,1,2024-11-29 10:38:04.604678,Scheduled Maintenance,True,True,True,False,High,6251.332351695135,6,257,4,346,1,632,1,305,4,994,0,847,3,223,0,815,0,840,1,857,3,1.1695179549200634,2.2492378765257754,2.380770262714021,"08:00-10:00, 17:00-19:00",65.24134079290505,0.5995361733819695,2023-04-14 21:04:50.526315790,97.6233761681619,64,0,18.686720253690833,RFID Card,0.3851261010578601,1.4178846244615368,1.619279433437145,True,12.457604031579589,33.357645448134775,3.0656010719308173,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-35.1054081,138.5286618,Evie Networks,CHAdeMO,,Unknown,1,2024-11-28 10:38:04.604678,Scheduled Maintenance,True,False,True,False,Medium,3092.5952171716694,4,152,5,874,5,348,0,507,2,912,2,831,3,433,2,619,1,559,1,189,3,4.74053784613441,1.7475839353646652,2.5293203630567924,"08:00-10:00, 16:00-18:00",58.212252823200565,0.650667494477519,2023-04-15 02:11:22.105263158,95.64437238748174,47,1,29.572627881036063,All,0.4287222125119237,1.3511176517583183,1.4925953663103493,True,10.924338776369494,53.05452090098605,6.281070915838354,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.4813548,150.1364405,Evie Networks,CHAdeMO,,Unknown,1,2024-11-30 10:38:04.604678,Temporary Offline,False,False,True,True,High,4708.63904097359,2,577,5,221,1,163,2,510,3,518,1,274,2,922,1,388,0,821,2,144,3,3.1109089072395473,1.0383091428202857,1.8038923788556644,"08:00-10:00, 16:00-18:00",74.03104010602695,0.5599531562633348,2023-04-15 07:17:53.684210526,94.63117739525256,57,2,45.71099619702289,Mobile App,0.4204742158113142,1.4774662585099316,0.8725584816681571,True,11.0052202386583,80.77869723206709,4.967930292659382,False,0.0
Unknown,6,Unknown,Unknown,Unknown,Unknown,-34.2921105,146.0518678,Tesla Supercharger,Unknown,,Unknown,0,2024-11-30 10:38:04.604678,Scheduled Maintenance,True,True,True,True,Medium,4264.88430046392,2,387,4,321,5,655,2,216,1,977,2,701,1,774,3,215,1,848,0,120,2,1.4440417939872858,0.5638128820934536,1.518737111628889,"08:00-10:00, 16:00-18:00",41.11399555268488,0.4539955565544892,2023-04-15 12:24:25.263157896,96.82318745410922,45,1,12.634344977004963,Mobile App,0.35724767161563825,1.2357145829316956,1.0543762435618096,True,14.964142393559865,61.278155111521755,3.572124406415758,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-38.245915,143.9831636,AmpCharge,Unknown,,Unknown,1,2024-12-03 10:38:04.604678,Under Maintenance,False,True,True,True,Medium,5170.803782512522,7,419,9,118,5,132,2,580,2,353,0,539,1,949,2,771,1,287,0,807,1,2.641554564135802,0.44429685019035525,2.155585052764092,"07:00-09:00, 16:00-18:00",48.06862212184972,0.6392117190383904,2023-04-15 17:30:56.842105264,94.38544770673901,67,2,30.95133439396044,All,0.43265004952336333,1.3805392008479938,1.1084279222765894,True,10.760270480586948,74.33702198263855,6.3468421376480135,False,0.0
Unknown,4,Unknown,Unknown,Unknown,Unknown,-37.7839148,144.7725509,Evie Networks,Unknown,,Unknown,0,2024-12-03 10:38:04.604678,Temporary Offline,True,True,True,True,Medium,3723.1684137469315,3,368,5,650,3,789,1,304,1,954,2,141,3,707,1,425,2,841,1,566,4,4.493299770588606,0.40868782253198443,1.3186193495848657,"08:00-10:00, 16:00-18:00",33.81797275634295,0.6366029247904106,2023-04-15 22:37:28.421052632,93.4922900576007,65,1,3.886585019276028,Credit Card,0.38268338005145,1.2278754374812888,1.357895224513134,True,10.901086516906625,47.02586840386877,5.878582287064745,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.9098986,144.6138686,Chargefox,Unknown,,Unknown,1,2024-12-04 10:38:04.604678,Scheduled Maintenance,False,False,True,True,Medium,6610.679247057727,5,900,4,731,5,658,1,895,2,671,2,398,3,454,0,801,2,498,0,200,3,1.6670346044460285,3.95603998909439,0.8688824531386934,"07:00-09:00, 16:00-18:00",47.19866420593952,0.3653404633424364,2023-04-16 03:44:00.000000000,97.39748862043854,49,0,34.803875189725105,Mobile App,0.44922101767503053,1.3999120680913735,0.8372882792612617,True,18.171239707227123,46.790602317163945,2.20229018795502,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-35.7321837,143.9200675,Tesla Supercharger,Unknown,,Unknown,1,2024-11-28 10:38:04.604678,Scheduled Maintenance,True,True,False,True,Medium,4108.9264939027225,5,482,5,693,4,451,2,460,1,318,0,753,3,311,0,182,0,512,0,691,3,4.9571073397082825,2.672866133420607,0.7845508357832789,"08:00-10:00, 17:00-19:00",35.93787447322711,0.3995404274348619,2023-04-16 08:50:31.578947368,92.1216669398773,83,1,33.39377898255508,All,0.33238023011269446,1.4436794493753955,0.7136831920998095,True,11.54759947358904,48.63648042073575,3.1395711956608015,True,98.38468568441806
Unknown,2,Unknown,Unknown,Unknown,Unknown,-37.1293905,142.5238179,NRMA Parks and Resorts,Type 2 (Socket Only),,Unknown,0,2024-12-02 10:38:04.604678,Scheduled Maintenance,True,True,True,True,Medium,5017.038996024796,3,121,7,405,4,176,0,485,1,619,1,123,1,957,1,667,1,961,2,545,2,0.9658977545776766,2.3138013668280815,0.586402586009697,"08:00-10:00, 16:00-18:00",56.38976111426158,0.6957381659544692,2023-04-16 13:57:03.157894738,93.90417074641176,88,1,15.255785989019826,All,0.3982451175437039,1.3199690824964259,0.8449007769841042,True,14.126625475743754,43.117010599187886,3.7204253624797285,True,165.1324236639979
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.6492826,143.8841475,Unknown,Type 2 (Socket Only),,Unknown,1,2024-12-01 10:38:04.604678,Under Maintenance,True,False,True,True,High,5730.105920281114,5,809,3,538,4,489,0,369,3,899,1,788,3,640,1,373,2,683,3,919,4,0.7120390312255506,0.4474645773900397,2.9889694707011207,"08:00-10:00, 17:00-19:00",36.38844444189152,0.4853433458367864,2023-04-16 19:03:34.736842106,98.81958207638023,82,1,10.723885269580897,All,0.3147909451844341,1.4516974987821585,1.1706291421623773,True,12.631086129193235,45.89798575326416,3.946632113525088,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.180758,138.0115308,RAA,CHAdeMO,,Unknown,1,2024-12-03 10:38:04.604678,Scheduled Maintenance,True,False,True,False,High,2509.0259008887797,6,646,4,208,4,317,2,337,2,523,1,858,1,563,0,630,2,912,1,218,4,1.1791876189821893,1.3852522142537347,2.3642971851528323,"07:00-09:00, 16:00-18:00",53.19079964942078,0.33948296817169615,2023-04-17 00:10:06.315789474,96.64029945304578,59,2,38.279662511919824,All,0.40386373242189827,1.2563409981492148,1.8968346884183835,True,18.90553740092437,87.23957731656256,2.910987473454983,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.2058011,138.6053105,RAA,Type 2 (Socket Only),,Unknown,1,2024-11-29 10:38:04.604678,Scheduled Maintenance,False,False,True,True,High,6744.504588222312,8,713,9,668,2,800,2,407,3,279,2,815,1,441,2,145,2,787,2,869,3,1.483272100976727,3.40283388819688,0.9840806929490475,"08:00-10:00, 17:00-19:00",37.225861923680256,0.6455100757578843,2023-04-17 05:16:37.894736842,93.1499948145805,79,2,6.813383592401484,Credit Card,0.3349332692687838,1.2462293420276458,1.7601798453995996,True,11.871677803761639,79.93821072042665,4.378798791629175,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.7737796,138.2118215,RAA,CHAdeMO,,Unknown,1,2024-12-04 10:38:04.604678,Scheduled Maintenance,True,True,True,True,High,7519.123440570249,4,558,9,757,2,948,0,127,2,529,0,618,3,196,2,461,1,337,0,101,3,4.759972206747777,2.7863481205377316,1.847465749948972,"07:00-09:00, 16:00-18:00",47.49131708867949,0.6736529385912271,2023-04-17 10:23:09.473684210,97.2634672936512,38,0,14.978331105143315,Credit Card,0.3790962482429219,1.3481966338561067,0.7307283831314375,True,14.339671652288636,99.73539704708263,4.059434553013674,True,91.41491467550719
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.7082491,147.8344445,Evie Networks,CHAdeMO,,Unknown,1,2024-12-03 10:38:04.604678,Under Maintenance,True,True,True,True,Low,5603.190141697801,2,326,7,150,3,228,0,625,4,688,1,259,3,457,1,871,2,419,0,332,4,1.5733745191417952,3.6051811089301005,0.7438772331126369,"08:00-10:00, 17:00-19:00",63.98214739883085,0.4843737784871194,2023-04-17 15:29:41.052631580,92.4350425198736,67,0,14.845196437546166,All,0.4109700006469292,1.4574993648862495,1.0375101790154526,True,17.68719872184347,36.79410739426438,2.8122007354742773,True,122.36258103284979
Unknown,1,Unknown,Unknown,Unknown,Unknown,-38.1607247,144.3058758,Evie Networks,CHAdeMO,,Unknown,1,2024-12-01 10:38:04.604678,Under Maintenance,True,True,True,True,High,4462.652694860419,5,886,7,531,4,680,0,792,4,398,0,238,2,897,1,733,1,743,3,194,1,2.5235708555375815,0.9631371201247634,2.8030258450972645,"07:00-09:00, 17:00-19:00",75.25856318568458,0.5193988990436137,2023-04-17 20:36:12.631578948,96.33160436182864,66,1,21.01641908005862,All,0.3670202820164757,1.3524516767497459,1.352358371952856,True,14.081922310670564,49.38246522710297,5.018001059759576,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-35.0711856,142.3201772,NRMA,CHAdeMO,,Unknown,1,2024-11-29 10:38:04.604678,Temporary Offline,True,True,True,True,High,6343.002375303775,4,164,4,787,4,245,0,989,4,577,1,418,3,247,2,590,2,221,0,876,1,0.9874810130566951,3.6323290258134,2.733555823978692,"08:00-10:00, 16:00-18:00",31.265018258338323,0.4250218365786195,2023-04-18 01:42:44.210526316,95.0170586409503,53,0,12.78387671373972,Credit Card,0.4114846100580028,1.4587808853857365,1.982460696815394,True,15.58063705953376,95.35947276685457,3.7203952451272584,False,0.0
Unknown,4,Unknown,Unknown,Unknown,Unknown,-36.7275865,146.9581559,Tesla Supercharger,Unknown,,Unknown,0,2024-12-03 10:38:04.604678,Temporary Offline,True,True,True,False,High,4485.245341780923,3,780,8,311,5,430,0,119,2,876,0,931,3,328,1,487,0,813,2,452,3,4.72548612211277,2.1059228731320316,0.7887892162936205,"08:00-10:00, 17:00-19:00",78.97388746410026,0.39104295557200086,2023-04-18 06:49:15.789473684,99.06553060390466,51,2,17.2603301901465,All,0.35930406298757955,1.360914023035288,1.0077686963633945,True,10.833687015619823,98.05223943733061,3.612640391105781,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-35.2534898,149.0707193,Evie Networks,Unknown,,Unknown,1,2024-11-30 10:38:04.604678,Temporary Offline,True,False,False,True,High,3694.666547448227,8,105,4,829,2,692,1,873,4,394,1,648,2,178,3,128,1,549,0,682,2,3.2504764597059568,2.7514732471079424,2.1120070092151555,"08:00-10:00, 16:00-18:00",57.864530037091754,0.4713927507819473,2023-04-18 11:55:47.368421054,94.06536097164367,86,2,17.77270467938092,RFID Card,0.36295853214130086,1.2255938773281958,0.38510608402734325,False,0.0,71.71184907223311,3.7808526937397806,False,0.0
Unknown,4,Unknown,Unknown,Unknown,Unknown,-37.6839369,144.881856,Evie Networks,CHAdeMO,,Unknown,0,2024-12-01 10:38:04.604678,Under Maintenance,True,True,False,True,High,6162.892522295971,5,583,10,877,5,184,1,681,2,227,2,113,1,833,1,706,0,163,2,663,2,2.5298722761907393,0.473304390282251,2.1884671215236424,"08:00-10:00, 17:00-19:00",45.740203190322255,0.6029897631221608,2023-04-18 17:02:18.947368422,95.26171616337074,36,2,19.099769316685133,RFID Card,0.35248728026773857,1.2959386993079702,0.5525192123755218,True,16.632670434385382,82.07722226834548,4.101801919863409,True,118.43900353024942
Unknown,1,Unknown,Unknown,Unknown,Unknown,-26.6698543,152.0014406,NRMA,Unknown,,Unknown,1,2024-11-29 10:38:04.604678,Under Maintenance,True,False,True,True,Medium,5558.438594719263,7,391,7,608,3,946,1,598,1,309,0,106,3,535,2,488,2,643,1,992,3,2.9848698539008116,0.664264116498102,2.143224157920726,"07:00-09:00, 17:00-19:00",43.34528746869097,0.5268478100563956,2023-04-18 22:08:50.526315790,97.65767497057537,45,1,35.23627819961544,All,0.30989786999499513,1.4829653049587799,0.601125385053696,True,18.87190384774631,62.5599848236689,2.8333839410784973,False,0.0
Unknown,6,Unknown,Unknown,Unknown,Unknown,-34.5114833,144.8424321,Tesla Supercharger,Unknown,,Unknown,0,2024-12-01 10:38:04.604678,Temporary Offline,True,False,True,True,Medium,7206.016076221724,7,631,6,443,5,299,2,423,4,520,2,166,3,743,0,751,0,862,2,265,4,4.930329715021948,0.5643595498347038,2.3723329789654186,"07:00-09:00, 16:00-18:00",54.688341230143024,0.3640731206435205,2023-04-19 03:15:22.105263158,96.23054173698506,55,2,2.864037146828866,Credit Card,0.30858269228129287,1.231000498573991,0.928482802446648,True,17.441259959735063,44.3328907281001,2.5800086084127005,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-38.3335119,144.9659824,Evie Networks,CHAdeMO,,Unknown,1,2024-12-03 10:38:04.604678,Under Maintenance,True,False,True,True,High,6331.863741905006,8,637,3,334,1,750,0,930,3,253,0,275,1,627,2,350,0,205,2,683,4,2.6921551420229983,2.242059665782878,0.4779838450627472,"08:00-10:00, 17:00-19:00",69.56562965281763,0.38466617483056736,2023-04-19 08:21:53.684210526,94.02970230163223,88,1,27.67688893625965,Credit Card,0.3910802848256641,1.3802571941818003,0.040761081199980564,True,19.98506069863372,92.75561113457631,2.00469903626184,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.3885479,144.3253891,Chargefox,CHAdeMO,,Unknown,1,2024-12-03 10:38:04.604678,Scheduled Maintenance,True,False,False,True,High,2114.398282365125,3,477,10,514,2,926,2,923,4,619,2,690,1,482,2,678,0,614,2,593,2,2.5081232971107275,2.335947989761736,1.0813308473273964,"08:00-10:00, 16:00-18:00",31.00864530412206,0.6351325032760687,2023-04-19 13:28:25.263157896,95.77885721877152,55,0,10.323973405269141,Credit Card,0.38306764268279503,1.4744871635682846,0.03813350859897602,True,10.560490682732622,51.321616595846635,4.285790352771574,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.5808568,144.7271811,Chargefox,Type 2 (Socket Only),,Unknown,1,2024-12-04 10:38:04.604678,Scheduled Maintenance,True,True,True,True,High,4892.62803387147,6,775,3,792,2,153,1,787,1,156,1,454,1,882,2,471,0,473,0,801,3,4.583719203708959,1.20483503354577,2.7230343774738826,"07:00-09:00, 17:00-19:00",51.59407125097208,0.5300688968403487,2023-04-19 18:34:56.842105264,97.04222945750605,39,0,29.27239293734006,Mobile App,0.44641992830437754,1.357451236299413,1.9688746601318745,True,11.087872799514743,39.37978453015013,3.3262600600179444,True,103.47700862860225
Unknown,1,Unknown,Unknown,Unknown,Unknown,-35.258032,139.4551773,RAA,Unknown,,Unknown,1,2024-11-29 10:38:04.604678,Temporary Offline,True,True,True,True,High,4646.750593460633,5,584,3,539,5,263,2,684,2,391,1,268,2,850,0,144,2,722,0,527,2,0.9212755103510205,3.445935640119368,2.000364502105299,"08:00-10:00, 16:00-18:00",86.47231487795487,0.36217654106358727,2023-04-19 23:41:28.421052632,94.94512222135363,81,0,40.67713483897767,Credit Card,0.34933367770937507,1.3950648804461239,1.6434165952174677,True,17.15630691215624,85.09441085386952,2.5048961524536195,True,94.28061923969116
Unknown,1,Unknown,Unknown,Unknown,Unknown,-27.3864575,153.1214682,Brisbane Airport Corporation,Unknown,,Unknown,1,2024-12-02 10:38:04.604678,Under Maintenance,True,True,False,True,Medium,3186.0908001105163,2,974,5,249,2,898,2,918,3,366,0,331,1,305,1,134,2,332,0,822,3,1.1694052748807255,1.520295775373254,0.30590643738765316,"07:00-09:00, 16:00-18:00",63.21269672348313,0.4514730287413906,2023-04-20 04:48:00.000000000,98.66307489319087,79,1,35.79620028038094,Credit Card,0.42633395510172234,1.3957778236349048,0.541958064696733,True,17.27842231508321,62.24077841990097,3.1743313494499654,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-27.3833729,153.1213233,Brisbane Airport Corporation,Unknown,,Unknown,1,2024-12-02 10:38:04.604678,Scheduled Maintenance,True,True,True,False,High,7870.281623554495,5,655,10,131,3,725,2,464,2,680,2,432,2,931,1,804,2,283,0,383,3,1.002763645449198,3.6607147046471167,1.249173667829445,"07:00-09:00, 16:00-18:00",82.90599626700691,0.6751356556036038,2023-04-20 09:54:31.578947368,97.65267964068826,44,2,30.180850995280842,Mobile App,0.37594097249606145,1.469576678915645,0.24857102598366865,False,0.0,82.857273600516,4.661592480160511,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-27.3831531,153.1217068,Brisbane Airport Corporation,Unknown,,Unknown,1,2024-12-04 10:38:04.604678,Under Maintenance,True,True,True,False,Medium,3422.484678551753,2,555,9,606,3,333,1,175,1,577,1,895,1,784,1,106,1,901,1,630,3,2.42005239500108,0.3898004996830853,0.38352090584933285,"08:00-10:00, 16:00-18:00",55.852494323062054,0.5733012700291212,2023-04-20 15:01:03.157894738,99.43074310769408,76,2,41.29288569059019,RFID Card,0.33456743746504136,1.4289301746198682,1.5074817810009682,True,16.178965092537087,42.573960748044605,4.293681505606622,False,0.0
